symbol,sector,industry,gain,market_cap
SVRE,Technology,Scientific & Technical Instruments,-0.46801346801346805,161578453.32000002
SVV,Consumer Cyclical,Specialty Retail,0.3441176470588237,2106053514.52
SWAG,Communication Services,Advertising Agencies,0.16666666666666666,31820377.68
SWBI,Industrials,Aerospace & Defense,0.11751152073732714,416265570.38000005
SWIM,Financial Services,Capital Markets,0.17868338557993727,864851164.65
SWIN,Financial Services,Capital Markets,-0.19435736677115992,38595000.0
SWK,Industrials,Tools & Accessories,0.09003690036900361,11341704627.5
SWKH,Financial Services,Asset Management,-0.0027137042062415823,177910888.32
SWKS,Technology,Semiconductors,0.06696188942565767,12756407505.92
SWVL,Technology,Software - Application,-0.230792899408284,28685280.0
SWX,Utilities,Utilities - Regulated Gas,0.05027557467401526,5600705215.42
SXC,Basic Materials,Coking Coal,-0.04540162980209553,681563659.04
SXI,Industrials,Specialty Industrial Machinery,0.3020833333333334,2400318659.2000003
SXT,Basic Materials,Specialty Chemicals,-0.030856678846934552,4100283071.04
SXTC,Healthcare,Drug Manufacturers - Specialty & Generic,-0.05780346820809254,440868.84
SXTP,Healthcare,Biotechnology,-0.4261603375527426,2047318.4899999998
SY,Healthcare,Health Information Services,0.28064516129032263,297435923.3
SYBT,Financial Services,Banks - Regional,-0.09825272220815402,2088594385.3500001
SYBX,Healthcare,Biotechnology,0.37007874015748027,19415540.939999998
SYF,Financial Services,Credit Services,0.11687144141444429,28876312042.920002
SYK,Healthcare,Medical Devices,-0.06725981346207319,140638617364.11
SYM,Industrials,Specialty Industrial Machinery,0.34208494208494206,5552167490.5
SYNA,Technology,Semiconductors,0.07358839864239448,2718373956.4100003
SYNX,Technology,Communication Equipment,-0.13372093023255813,7460250.0
SYPR,Consumer Cyclical,Auto Parts,-0.03167420814479631,49493021.5
SYRA,Healthcare,Medical Care Facilities,-0.35779816513761464,895582.6452
SYRE,Healthcare,Biotechnology,0.08483633934535723,940901507.2099999
SYRS,Healthcare,Biotechnology,-0.9954954954954955,2680.9764
SYTA,Technology,Communication Equipment,-0.24324324324324317,747827.43
SYY,Consumer Defensive,Food Distribution,0.08185899128597839,39686308721.28
T,Communication Services,Telecom Services,-0.021769177608845974,203142578900.0
TAC,Utilities,Utilities - Independent Power Producers,0.2622798887859129,4013054856.69
TACT,Technology,Computer Hardware,0.44808743169398896,53427800.1
TAIT,Technology,Electronics & Computer Distribution,0.11607142857142846,14751891.000000002
TAK,Healthcare,Drug Manufacturers - Specialty & Generic,-0.04657179818887455,23222875997.850002
TAL,Consumer Defensive,Education & Training Services,0.09589041095890397,2259322388.3399997
TALK,Healthcare,Health Information Services,0.0,444674345.28000003
TALO,Energy,Oil & Gas E&P,0.2075471698113207,1809598286.5500002
TANH,Consumer Defensive,Household & Personal Products,-0.10714285714285712,175614.95
TAOP,Technology,Software - Infrastructure,-0.25369458128078815,19944413.509999998
TAP,Consumer Defensive,Beverages - Brewers,-0.067789561239343,8558740098.509999
TARA,Healthcare,Biotechnology,0.40264026402640274,157732424.85
TARS,Healthcare,Biotechnology,0.3895334485312269,2125711889.42
TASK,Technology,Information Technology Services,0.06264916467780413,1600143032.88
TATT,Industrials,Aerospace & Defense,0.3104125736738705,435645055.56
TAYD,Industrials,Specialty Industrial Machinery,0.1442396313364055,152764740.39000002
TBBB,Consumer Defensive,Discount Stores,-0.05403458213256484,2983417995.68
TBBK,Financial Services,Banks - Regional,0.3572055467790064,3694923972.86
TBI,Industrials,Staffing & Employment Services,-0.03703703703703707,185674131.25
